1 Nguyễn Văn Linh, Bình Hiên, Hải Châu, Đà Nẵng ,16.0608725,108.2227493
294 Nguyễn Văn Linh, Thạc Gián, Thanh Khê, Đà Nẵng ,16.0590113,108.206562
295 Nguyễn Văn Linh, Thạc Gián, Thanh Khê, Đà Nẵng ,16.0595359,108.2093548
296 Nguyễn Văn Linh, Thạc Gián, Thanh Khê, Đà Nẵng ,16.0590113,108.206562
297 Nguyễn Văn Linh, Thạc Gián, Thanh Khê, Đà Nẵng ,16.0595154,108.2092517
298 Nguyễn Văn Linh, Thạc Gián, Thanh Khê, Đà Nẵng ,16.0590113,108.206562
299 Nguyễn Văn Linh, Thạc Gián, Thanh Khê, Đà Nẵng ,16.0595185,108.2097898
300 Nguyễn Văn Linh, Thạc Gián, Thanh Khê, Đà Nẵng ,16.0590113,108.206562
301 Nguyễn Văn Linh, Thạc Gián, Thanh Khê, Đà Nẵng ,16.0595185,108.2097898
302 Nguyễn Văn Linh, Thạc Gián, Hải Châu, Đà Nẵng ,16.059006,108.2065641
303 Nguyễn Văn Linh, Thạc Gián, Thanh Khê, Đà Nẵng ,16.0595185,108.2097898
304 Nguyễn Văn Linh, Thạc Gián, Thanh Khê, Đà Nẵng ,16.0596399,108.2079719
305 Nguyễn Văn Linh, Thạc Gián, Thanh Khê, Đà Nẵng ,16.0595185,108.2097898
306 Nguyễn Văn Linh, Thạc Gián, Thanh Khê, Đà Nẵng ,16.0589409,108.2065892
307 Nguyễn Văn Linh, Thạc Gián, Thanh Khê, Đà Nẵng ,16.0594783,108.2090791
308 Nguyễn Văn Linh, Thạc Gián, Thanh Khê, Đà Nẵng ,16.0590113,108.206562
309 Nguyễn Văn Linh, Thạc Gián, Thanh Khê, Đà Nẵng ,16.0595185,108.2097898
310 Nguyễn Văn Linh, Thạc Gián, Thanh Khê, Đà Nẵng ,16.0594987,108.207862
311 Nguyễn Văn Linh, Thạc Gián, Thanh Khê, Đà Nẵng ,16.0594793,108.2089719
312 Nguyễn Văn Linh, Thạc Gián, Thanh Khê, Đà Nẵng ,16.0590113,108.206562
313 Nguyễn Văn Linh, Hòa Thuận Tây, Hải Châu, Đà Nẵng ,16.0565799,108.2028876
314 Nguyễn Văn Linh, Thạc Gián, Thanh Khê, Đà Nẵng ,16.0590113,108.206562
315 Nguyễn Văn Linh, Thạc Gián, Thanh Khê, Đà Nẵng ,16.0593266,108.2088966
316 Nguyễn Văn Linh, Thạc Gián, Thanh Khê, Đà Nẵng ,16.0589409,108.2065892
317 Nguyễn Văn Linh, Hòa Thuận Tây, Hải Châu, Đà Nẵng ,16.0565799,108.2028876
318 Nguyễn Văn Linh, Thạc Gián, Thanh Khê, Đà Nẵng ,16.0590113,108.206562
319 Nguyễn Văn Linh, Hòa Thuận Tây, Hải Châu, Đà Nẵng ,16.0565799,108.2028876
320 Nguyễn Văn Linh, Thạc Gián, Thanh Khê, Đà Nẵng ,16.0590113,108.206562
321 Nguyễn Văn Linh, Hòa Thuận Tây, Hải Châu, Đà Nẵng ,16.0565799,108.2028876
322 Nguyễn Văn Linh, Thạc Gián, Thanh Khê, Đà Nẵng ,16.0590192,108.2065589
323 Nguyễn Văn Linh, Hòa Thuận Tây, Hải Châu, Đà Nẵng ,16.0565799,108.2028876
324 Nguyễn Văn Linh, Thạc Gián, Thanh Khê, Đà Nẵng ,16.0590113,108.206562
325 Nguyễn Văn Linh, Hòa Thuận Tây, Hải Châu, Đà Nẵng ,16.0565799,108.2028876
326 Nguyễn Văn Linh, Hòa Thuận Tây, Hải Châu, Đà Nẵng ,16.0565799,108.2028876
327 Nguyễn Văn Linh, Hòa Thuận Tây, Hải Châu, Đà Nẵng ,16.0565799,108.2028876
328 Nguyễn Văn Linh, Hòa Thuận Tây, Hải Châu, Đà Nẵng ,16.0565799,108.2028876
329 Nguyễn Văn Linh, Thạc Gián, Hải Châu, Đà Nẵng ,16.0586823,108.2065549
330 Nguyễn Văn Linh, Hòa Thuận Tây, Hải Châu, Đà Nẵng ,16.0565799,108.2028876
331 Nguyễn Văn Linh, Thạc Gián, Thanh Khê, Đà Nẵng ,16.0592954,108.2084661
332 Nguyễn Văn Linh, Thạc Gián, Thanh Khê, Đà Nẵng ,16.0590069,108.2065637
333 Nguyễn Văn Linh, Hòa Thuận Tây, Hải Châu, Đà Nẵng ,16.0564723,108.2024236
334 Nguyễn Văn Linh, Thạc Gián, Thanh Khê, Đà Nẵng ,16.059006,108.2065641
335 Nguyễn Văn Linh, Hòa Thuận Tây, Hải Châu, Đà Nẵng ,16.0565799,108.2028876
336 Nguyễn Văn Linh, Hòa Thuận Tây, Hải Châu, Đà Nẵng ,16.0565799,108.2028876
337 Nguyễn Văn Linh, Hòa Thuận Tây, Hải Châu, Đà Nẵng ,16.0565799,108.2028876
338 Nguyễn Văn Linh, Thạc Gián, Hải Châu, Đà Nẵng ,16.0590192,108.2065589
339 Nguyễn Văn Linh, Thạc Gián, Thanh Khê, Đà Nẵng ,16.0593821,108.208251
340 Nguyễn Văn Linh, Thạc Gián, Thanh Khê, Đà Nẵng ,16.0590167,108.2066009
341 Nguyễn Văn Linh, Thạc Gián, Hải Châu, Đà Nẵng ,16.0593821,108.208251
342 Nguyễn Văn Linh, Hòa Thuận Tây, Hải Châu, Đà Nẵng ,16.0565799,108.2028876
343 Nguyễn Văn Linh, Hòa Thuận Tây, Hải Châu, Đà Nẵng ,16.0565799,108.2028876
344 Nguyễn Văn Linh, Thạc Gián, Thanh Khê, Đà Nẵng ,16.0592145,108.2071483
345 Nguyễn Văn Linh, Thạc Gián, Thanh Khê, Đà Nẵng ,16.0586823,108.2065549
346 Nguyễn Văn Linh, Hòa Thuận Tây, Hải Châu, Đà Nẵng ,16.0565799,108.2028876
347 Nguyễn Văn Linh, Thạc Gián, Thanh Khê, Đà Nẵng ,16.0586823,108.2065549
348 Nguyễn Văn Linh, Thạc Gián, Thanh Khê, Đà Nẵng ,16.0595999,108.2070413
349 Nguyễn Văn Linh, Thạc Gián, Thanh Khê, Đà Nẵng ,16.0586823,108.2065549
350 Nguyễn Văn Linh, Hòa Thuận Tây, Hải Châu, Đà Nẵng ,16.0565799,108.2028876
351 Nguyễn Văn Linh, Hòa Thuận Tây, Hải Châu, Đà Nẵng ,16.0565799,108.2028876
352 Nguyễn Văn Linh, Thạc Gián, Hải Châu, Đà Nẵng ,16.0590068,108.2065637
353 Nguyễn Văn Linh, Hòa Thuận Tây, Hải Châu, Đà Nẵng ,16.0565799,108.2028876
354 Nguyễn Văn Linh, Hòa Thuận Tây, Hải Châu, Đà Nẵng ,16.0565799,108.2028876
355 Nguyễn Văn Linh, Hòa Thuận Tây, Hải Châu, Đà Nẵng ,16.0565799,108.2028876
356 Nguyễn Văn Linh, Hòa Thuận Tây, Hải Châu, Đà Nẵng ,16.0565799,108.2028876
357 Nguyễn Văn Linh, Thạc Gián, Hải Châu, Đà Nẵng ,16.0586823,108.2065549
358 Nguyễn Văn Linh, Hòa Thuận Tây, Hải Châu, Đà Nẵng ,16.0565799,108.2028876
359 Nguyễn Văn Linh, Hòa Thuận Tây, Hải Châu, Đà Nẵng ,16.0565799,108.2028876
360 Nguyễn Văn Linh, Hòa Thuận Tây, Hải Châu, Đà Nẵng ,16.0565799,108.2028876
361 Nguyễn Văn Linh, Thạc Gián, Hải Châu, Đà Nẵng ,16.0586823,108.2065549
362 Nguyễn Văn Linh, Hòa Thuận Tây, Hải Châu, Đà Nẵng ,16.0565799,108.2028876
363 Nguyễn Văn Linh, Hòa Thuận Tây, Hải Châu, Đà Nẵng ,16.0565799,108.2028876
364 Nguyễn Văn Linh, Hòa Thuận Tây, Hải Châu, Đà Nẵng ,16.0565799,108.2028876
365 Nguyễn Văn Linh, Thạc Gián, Thanh Khê, Đà Nẵng ,16.0590252,108.2078185
1 Nguyễn Tri Phương, Thạc Gián, Thanh Khê, Đà Nẵng ,16.0566819,108.2069528
2 Nguyễn Tri Phương, Thạc Gián, Thanh Khê, Đà Nẵng ,16.065392,108.2025207
3 Nguyễn Tri Phương, Thạc Gián, Q. Thanh Khê, Đà Nẵng ,16.056625,108.206886
4 Nguyễn Tri Phương, Thạc Gián, Thanh Khê, Đà Nẵng ,16.0566817,108.206953
5 Nguyễn Tri Phương, Thạc Gián, Thanh Khê, Đà Nẵng ,16.0599337,108.2063413
6 Nguyễn Tri Phương, Thạc Gián, Thanh Khê, Đà Nẵng ,16.0570608,108.2071159
7 Nguyễn Tri Phương, Thạc Gián, Q. Thanh Khê, Đà Nẵng ,16.05668,108.206847
8 Nguyễn Tri Phương, Chính Gián, Thanh Khê, Đà Nẵng ,16.0650999,108.2025837
9 Nguyễn Tri Phương, Thạc Gián, Thanh Khê, Đà Nẵng ,16.0582408,108.206481
10 Nguyễn Tri Phương, Chính Gián, Thanh Khê, Đà Nẵng ,16.064919,108.2027504
11 Nguyễn Tri Phương, Thạc Gián, Q. Thanh Khê, Đà Nẵng ,16.056735,108.206809
12 Nguyễn Tri Phương, Chính Gián, Thanh Khê, Đà Nẵng ,16.0646503,108.2026764
1&3 Nguyễn Tri Phương, Thạc Gián, Q. Thanh Khê, Đà Nẵng ,16.056625,108.206886
14 Nguyễn Tri Phương, Chính Gián, Thanh Khê, Đà Nẵng ,16.0645458,108.2028648
15 Nguyễn Tri Phương, Thạc Gián, Thanh Khê, Đà Nẵng ,16.0581262,108.2064808
16 Nguyễn Tri Phương, Thạc Gián, Thanh Khê, Đà Nẵng ,16.0567216,108.20693
17 Nguyễn Tri Phương, Thạc Gián, Thanh Khê, Đà Nẵng ,16.0580921,108.2065244
18 Nguyễn Tri Phương, Chính Gián, Thanh Khê, Đà Nẵng ,16.0643524,108.2030139
19 Nguyễn Tri Phương, Hòa Thuận Đông, Hải Châu, Đà Nẵng ,16.0568179,108.2069352
20 Nguyễn Tri Phương, Chính Gián, Thanh Khê, Đà Nẵng ,16.0642389,108.203061
21 Nguyễn Tri Phương, Thạc Gián, Thanh Khê, Đà Nẵng ,16.0579982,108.2065365
22 Nguyễn Tri Phương, Chính Gián, Thanh Khê, Đà Nẵng ,16.063916,108.2031081
23 Nguyễn Tri Phương, Thạc Gián, Hải Châu, Đà Nẵng ,16.0568186,108.2069347
24 Nguyễn Tri Phương, Chính Gián, Thanh Khê, Đà Nẵng ,16.064055,108.2031845
25 Nguyễn Tri Phương, Chính Gián, Thanh Khê, Đà Nẵng ,16.0640487,108.2032362
26 Nguyễn Tri Phương, Chính Gián, Thanh Khê, Đà Nẵng ,16.0639949,108.2031697
27 Nguyễn Tri Phương, Thạc Gián, Thanh Khê, Đà Nẵng ,16.057897,108.2065908
28 Nguyễn Tri Phương, Chính Gián, Thanh Khê, Đà Nẵng ,16.063844,108.2032376
29 Nguyễn Tri Phương, Thạc Gián, Thanh Khê, Đà Nẵng ,16.0577827,108.2066009
30 Nguyễn Tri Phương, Chính Gián, Thanh Khê, Đà Nẵng ,16.0568199,108.2069338
31 Nguyễn Tri Phương, Thạc Gián, Q. Thanh Khê, Đà Nẵng ,16.0570309,108.20662
32 Nguyễn Tri Phương, Chính Gián, Thanh Khê, Đà Nẵng ,16.0636645,108.2032089
33 Nguyễn Tri Phương, Thạc Gián, Thanh Khê, Đà Nẵng ,16.0573947,108.2067886
34 Nguyễn Tri Phương, Thạc Gián, Thanh Khê, Đà Nẵng ,16.0567236,108.2069289
35 Nguyễn Tri Phương, Thạc Gián, Thanh Khê, Đà Nẵng ,16.0567237,108.2069289
36 Nguyễn Tri Phương, Chính Gián, Thanh Khê, Đà Nẵng ,16.06356,108.203319
37 Nguyễn Tri Phương, Thạc Gián, Thanh Khê, Đà Nẵng ,16.0573808,108.2069542
38 Nguyễn Tri Phương, Thạc Gián, Thanh Khê, Đà Nẵng ,16.0567241,108.2069287
39 Nguyễn Tri Phương, Thạc Gián, Thanh Khê, Đà Nẵng ,16.0573283,108.2068886
40 Nguyễn Tri Phương, Chính Gián, Thanh Khê, Đà Nẵng ,16.0635164,108.2033854
41 Nguyễn Tri Phương, Thạc Gián, Thanh Khê, Đà Nẵng ,16.0570468,108.2068884
42 Nguyễn Tri Phương, Thạc Gián, Hải Châu, Đà Nẵng ,16.0568221,108.2069323
43 Nguyễn Tri Phương, Thạc Gián, Thanh Khê, Đà Nẵng ,16.0571152,108.2069532
44 Nguyễn Tri Phương, Thạc Gián, Thanh Khê, Đà Nẵng ,16.0567247,108.2069284
45 Nguyễn Tri Phương, Thạc Gián, Thanh Khê, Đà Nẵng ,16.0573055,108.2066215
46 Nguyễn Tri Phương, Chính Gián, Thanh Khê, Đà Nẵng ,16.0634126,108.2034163
47 Nguyễn Tri Phương, Thạc Gián, Thanh Khê, Đà Nẵng ,16.0570371,108.2069944
48 Nguyễn Tri Phương, Chính Gián, Q. Thanh Khê, Đà Nẵng ,16.0632689,108.203449
49 Nguyễn Tri Phương, Chính Gián, Thanh Khê, Đà Nẵng ,16.0633127,108.2035653
50 Nguyễn Tri Phương, Chính Gián, Thanh Khê, Đà Nẵng ,16.06322,108.20347
51 Nguyễn Tri Phương, Thạc Gián, Thanh Khê, Đà Nẵng ,16.0569654,108.2070612
52 Nguyễn Tri Phương, Chính Gián, Thanh Khê, Đà Nẵng ,16.0632659,108.2034886
53 Nguyễn Tri Phương, Chính Gián, Thanh Khê, Đà Nẵng ,16.0633013,108.2035704
54 Nguyễn Tri Phương, Chính Gián, Thanh Khê, Đà Nẵng ,16.0632626,108.2034887
55 Nguyễn Tri Phương, Thạc Gián, Thanh Khê, Đà Nẵng ,16.0568429,108.2071546
56 Nguyễn Tri Phương, Chính Gián, Thanh Khê, Đà Nẵng ,16.0631645,108.2033829
57 Nguyễn Tri Phương, Thạc Gián, Thanh Khê, Đà Nẵng ,16.0569179,108.2070279
58 Nguyễn Tri Phương, Chính Gián, Thanh Khê, Đà Nẵng ,16.0631659,108.2035084
59 Nguyễn Tri Phương, Thạc Gián, Thanh Khê, Đà Nẵng ,16.0568657,108.2071519
60 Nguyễn Tri Phương, Chính Gián, Thanh Khê, Đà Nẵng ,16.0630123,108.2035638
61 Nguyễn Tri Phương, Thạc Gián, Q. Thanh Khê, Đà Nẵng ,16.057514,108.206386
62 Nguyễn Tri Phương, Chính Gián, Thanh Khê, Đà Nẵng ,16.06297,108.2035893
63 Nguyễn Tri Phương, Thạc Gián, Thanh Khê, Đà Nẵng ,16.0568581,108.2073609
64 Nguyễn Tri Phương, Chính Gián, Thanh Khê, Đà Nẵng ,16.062881,108.203621
65 Nguyễn Tri Phương, Thạc Gián, Q. Thanh Khê, Đà Nẵng ,16.05758,108.206357
66 Nguyễn Tri Phương, Thạc Gián, Thanh Khê, Đà Nẵng ,16.0576496,108.2064897
67 Nguyễn Tri Phương, Thạc Gián, Thanh Khê, Đà Nẵng ,16.056795,108.2074255
68 Nguyễn Tri Phương, Thạc Gián, Thanh Khê, Đà Nẵng ,16.0576827,108.2064761
69 Nguyễn Tri Phương, Thạc Gián, Thanh Khê, Đà Nẵng ,16.0567275,108.2069269
70 Nguyễn Tri Phương, Thạc Gián, Thanh Khê, Đà Nẵng ,16.0577157,108.2064625
71 Nguyễn Tri Phương, Thạc Gián, Q. Thanh Khê, Đà Nẵng ,16.057678,108.206313
102 Nguyễn Tri Phương, Chính Gián, Hải Châu, Đà Nẵng ,16.0621227,108.2042205
103 Nguyễn Tri Phương, Thạc Gián, Thanh Khê, Đà Nẵng ,16.0580961,108.2062769
104 Nguyễn Tri Phương, Chính Gián, Thanh Khê, Đà Nẵng ,16.0617486,108.2043473
105 Nguyễn Tri Phương, Thạc Gián, Thanh Khê, Đà Nẵng ,16.0567095,108.2085063
106 Nguyễn Tri Phương, Chính Gián, Q. Thanh Khê, Đà Nẵng ,16.06194,108.204162
107 Nguyễn Tri Phương, Vĩnh Trung, Q. Thanh Khê, Đà Nẵng ,16.052864,108.209908
108 Nguyễn Tri Phương, Chính Gián, Thanh Khê, Đà Nẵng ,16.0616877,108.2043812
109 Nguyễn Tri Phương, Vĩnh Trung, Q. Thanh Khê, Đà Nẵng ,16.052907,108.209898
110 Nguyễn Tri Phương, Chính Gián, Thanh Khê, Đà Nẵng ,16.0616129,108.20436
111 Nguyễn Tri Phương, Vĩnh Trung, Q. Thanh Khê, Đà Nẵng ,16.052951,108.209888
112 Nguyễn Tri Phương, Chính Gián, Q. Thanh Khê, Đà Nẵng ,16.0615546,108.2043947
113 Nguyễn Tri Phương, Vĩnh Trung, Q. Thanh Khê, Đà Nẵng ,16.052995,108.209877
114 Nguyễn Tri Phương, Chính Gián, Thanh Khê, Đà Nẵng ,16.0614415,108.2044523
115 Nguyễn Tri Phương, Vĩnh Trung, Thanh Khê, Đà Nẵng ,16.0562263,108.2090574
116 Nguyễn Tri Phương, Chính Gián, Q. Thanh Khê, Đà Nẵng ,16.061733,108.204301
117 Nguyễn Tri Phương, Vĩnh Trung, Thanh Khê, Đà Nẵng ,16.0562064,108.2091608
118 Nguyễn Tri Phương, Thạc Gián, Thanh Khê, Đà Nẵng ,16.0567329,108.206924
119 Nguyễn Tri Phương, Vĩnh Trung, Thanh Khê, Đà Nẵng ,16.0561549,108.2091379
120 Nguyễn Tri Phương, Chính Gián, Q. Thanh Khê, Đà Nẵng ,16.06165,108.204357
121 Nguyễn Tri Phương, Thạc Gián, Thanh Khê, Đà Nẵng ,16.0581566,108.2062487
122 Nguyễn Tri Phương, Chính Gián, Thanh Khê, Đà Nẵng ,16.0612112,108.2046145
159 Nguyễn Tri Phương, Vĩnh Trung, Thanh Khê, Đà Nẵng ,16.0554047,108.2097033
160 Nguyễn Tri Phương, Thạc Gián, Thanh Khê, Đà Nẵng ,16.0601846,108.2051436
161 Nguyễn Tri Phương, Vĩnh Trung, Thanh Khê, Đà Nẵng ,16.0553211,108.20968
162 Nguyễn Tri Phương, Thạc Gián, Thanh Khê, Đà Nẵng ,16.0600961,108.2052966
163 Nguyễn Tri Phương, Vĩnh Trung, Thanh Khê, Đà Nẵng ,16.0553157,108.2097849
164 Nguyễn Tri Phương, Vĩnh Trung, Thanh Khê, Đà Nẵng ,16.0559914,108.209195
165 Nguyễn Tri Phương, Vĩnh Trung, Thanh Khê, Đà Nẵng ,16.0552464,108.209733
166 Nguyễn Tri Phương, Thạc Gián, Thanh Khê, Đà Nẵng ,16.0599077,108.2051552
167 Nguyễn Tri Phương, Vĩnh Trung, Thanh Khê, Đà Nẵng ,16.0552109,108.2097071
168 Nguyễn Tri Phương, Thạc Gián, Q. Thanh Khê, Đà Nẵng ,16.060635,108.204989
169 Nguyễn Tri Phương, Vĩnh Trung, Thanh Khê, Đà Nẵng ,16.055139,108.20971
170 Nguyễn Tri Phương, Thạc Gián, Thanh Khê, Đà Nẵng ,16.0567387,108.206921
171 Nguyễn Tri Phương, Hòa Thuận Nam, Q. Hải Châu, Đà Nẵng ,16.054294,108.209603
172 Nguyễn Tri Phương, Thạc Gián, Q. Thanh Khê, Đà Nẵng ,16.0601363,108.205254
173 Nguyễn Tri Phương, Vĩnh Trung, Thanh Khê, Đà Nẵng ,16.0550389,108.2097262
174 Nguyễn Tri Phương, Thạc Gián, Q. Thanh Khê, Đà Nẵng ,16.060493,108.205056
175 Nguyễn Tri Phương, Vĩnh Trung, Thanh Khê, Đà Nẵng ,16.0550455,108.2097323
176 Nguyễn Tri Phương, Thạc Gián, Thanh Khê, Đà Nẵng ,16.0595783,108.2053868
177 Nguyễn Tri Phương, Hòa Thuận Nam, Q. Hải Châu, Đà Nẵng ,16.054435,108.209581
178 Nguyễn Tri Phương, Thạc Gián, Thanh Khê, Đà Nẵng ,16.0594946,108.2054758
179 Nguyễn Tri Phương, Hòa Thuận Nam, Hải Châu, Đà Nẵng ,16.054482,108.209573
180 Nguyễn Tri Phương, Thạc Gián, Q. Thanh Khê, Đà Nẵng ,16.06035,108.205123
216 Nguyễn Tri Phương, Thạc Gián, Thanh Khê, Đà Nẵng ,16.058204,108.2061209
217 Nguyễn Tri Phương, Hòa Thuận Nam, Q. Hải Châu, Đà Nẵng ,16.05536,108.209427
218 Nguyễn Tri Phương, Thạc Gián, Thanh Khê, Đà Nẵng ,16.0581545,108.2061348
219 Nguyễn Tri Phương, Vĩnh Trung, Thanh Khê, Đà Nẵng ,16.0539538,108.2099456
220 Nguyễn Tri Phương, Thạc Gián, Thanh Khê, Đà Nẵng ,16.058084,108.2061361
221 Nguyễn Tri Phương, Vĩnh Trung, Thanh Khê, Đà Nẵng ,16.0539204,108.2099088
222 Nguyễn Tri Phương, Thạc Gián, Thanh Khê, Đà Nẵng ,16.0580191,108.2061871
223 Nguyễn Tri Phương, Hòa Thuận Nam, Q. Hải Châu, Đà Nẵng ,16.0554929,108.209398
224 Nguyễn Tri Phương, Thạc Gián, Thanh Khê, Đà Nẵng ,16.0579338,108.2062229
225 Nguyễn Tri Phương, Hòa Thuận Nam, Q. Hải Châu, Đà Nẵng ,16.055537,108.209389
226 Nguyễn Tri Phương, Thạc Gián, Thanh Khê, Đà Nẵng ,16.0579278,108.2062226
227 Nguyễn Tri Phương, Hòa Thuận Nam, Q. Hải Châu, Đà Nẵng ,16.055581,108.209379
228 Nguyễn Tri Phương, Thạc Gián, Thanh Khê, Đà Nẵng ,16.0578652,108.2062629
229 Nguyễn Tri Phương, Hòa Thuận Nam, Q. Hải Châu, Đà Nẵng ,16.055626,108.209369
230 Nguyễn Tri Phương, Thạc Gián, Thanh Khê, Đà Nẵng ,16.0578506,108.2062612
231 Nguyễn Tri Phương, Vĩnh Trung, Thanh Khê, Đà Nẵng ,16.0537729,108.209963
232 Nguyễn Tri Phương, Thạc Gián, Thanh Khê, Đà Nẵng ,16.0577874,108.2063035
233 Nguyễn Tri Phương, Vĩnh Trung, Thanh Khê, Đà Nẵng ,16.0537237,108.2099771
234 Nguyễn Tri Phương, Thạc Gián, Thanh Khê, Đà Nẵng ,16.0576601,108.2063597
235 Nguyễn Tri Phương, Thạc Gián, Thanh Khê, Đà Nẵng ,16.0567459,108.2069172
236 Nguyễn Tri Phương, Thạc Gián, Thanh Khê, Đà Nẵng ,16.056746,108.2069172
277 Nguyễn Tri Phương, Hòa Thuận Nam, Q. Hải Châu, Đà Nẵng ,16.050247,108.213757
278 Nguyễn Tri Phương, Thạc Gián, Thanh Khê, Đà Nẵng ,16.0567075,108.2067392
279 Nguyễn Tri Phương, Hòa Thuận Nam, Q. Hải Châu, Đà Nẵng ,16.050285,108.213698
280 Nguyễn Tri Phương, Thạc Gián, Q. Thanh Khê, Đà Nẵng ,16.057609,108.206583
281 Nguyễn Tri Phương, Thạc Gián, Thanh Khê, Đà Nẵng ,16.0566867,108.2069685
282 Nguyễn Tri Phương, Thạc Gián, Thanh Khê, Đà Nẵng ,16.0565845,108.2069426
283 Nguyễn Tri Phương, Hòa Thuận Nam, Q. Hải Châu, Đà Nẵng ,16.050361,108.213579
284 Nguyễn Tri Phương, Thạc Gián, Thanh Khê, Đà Nẵng ,16.0564694,108.2069635
1 Phan Thanh, Thạc Gián, Thanh Khê, Đà Nẵng ,16.0659463,108.2078644
2 Phan Thanh, Thạc Gián, Q. Thanh Khê, Đà Nẵng ,16.061373,108.20926
3 Phan Thanh, Thạc Gián, Q. Thanh Khê, Đà Nẵng ,16.0613819,108.209067
4 Phan Thanh, Thạc Gián, Thanh Khê, Đà Nẵng ,16.0657502,108.2075181
5 Phan Thanh, Thạc Gián, Q. Thanh Khê, Đà Nẵng ,16.061426,108.209058
6 Phan Thanh, Thạc Gián, Thanh Khê, Đà Nẵng ,16.065732,108.2076869
7 Phan Thanh, Thạc Gián, Q. Thanh Khê, Đà Nẵng ,16.06147,108.209049
8 Phan Thanh, Thạc Gián, Q. Thanh Khê, Đà Nẵng ,16.061551,108.209223
9 Phan Thanh, Thạc Gián, Thanh Khê, Đà Nẵng ,16.0656106,108.2080581
10 Phan Thanh, Thạc Gián, Thanh Khê, Đà Nẵng ,16.0656193,108.2076431
11 Phan Thanh, Thạc Gián, Thanh Khê, Đà Nẵng ,16.0656215,108.2078927
12 Phan Thanh, Thạc Gián, Q. Thanh Khê, Đà Nẵng ,16.06167,108.209198
13 Phan Thanh, Thạc Gián, Thanh Khê, Đà Nẵng ,16.0656528,108.2078444
14 Phan Thanh, Thạc Gián, Q. Thanh Khê, Đà Nẵng ,16.061729,108.209186
15 Phan Thanh, Thạc Gián, Q. Thanh Khê, Đà Nẵng ,16.061645,108.209012
16 Phan Thanh, Thạc Gián, Q. Thanh Khê, Đà Nẵng ,16.061788,108.209173
17 Phan Thanh, Thạc Gián, Thanh Khê, Đà Nẵng ,16.065481,108.2079455
18 Phan Thanh, Thạc Gián, Q. Thanh Khê, Đà Nẵng ,16.0654377,108.2075046
19 Phan Thanh, Thạc Gián, Thanh Khê, Đà Nẵng ,16.0654381,108.2079596
20 Phan Thanh, Thạc Gián, Q. Thanh Khê, Đà Nẵng ,16.061907,108.209148
21 Phan Thanh, Thạc Gián, Thanh Khê, Đà Nẵng ,16.0657582,108.2079265
22 Phan Thanh, Thạc Gián, Thanh Khê, Đà Nẵng ,16.0654753,108.2079613
23 Phan Thanh, Thạc Gián, Q. Thanh Khê, Đà Nẵng ,16.0618209,108.208976
24 Phan Thanh, Thạc Gián, Thanh Khê, Đà Nẵng ,16.0656469,108.2078456
25 Phan Thanh, Thạc Gián, Q. Thanh Khê, Đà Nẵng ,16.061865,108.208966
26 Phan Thanh, Thạc Gián, Thanh Khê, Đà Nẵng ,16.0656458,108.2078458
27 Phan Thanh, Thạc Gián, Q. Thanh Khê, Đà Nẵng ,16.061908,108.208957
28 Phan Thanh, Thạc Gián, Thanh Khê, Đà Nẵng ,16.06545,108.2078518
29 Phan Thanh, Thạc Gián, Thanh Khê, Đà Nẵng ,16.0652422,108.2079904
30 Phan Thanh, Thạc Gián, Thanh Khê, Đà Nẵng ,16.0622019,108.2091394
31 Phan Thanh, Thạc Gián, Thanh Khê, Đà Nẵng ,16.065179,108.2080003
32 Phan Thanh, Thạc Gián, Q. Thanh Khê, Đà Nẵng ,16.062254,108.209054
33 Phan Thanh, Thạc Gián, Thanh Khê, Đà Nẵng ,16.0650954,108.2080626
34 Phan Thanh, Thạc Gián, Thanh Khê, Đà Nẵng ,16.0651303,108.2078638
35 Phan Thanh, Thạc Gián, Q. Thanh Khê, Đà Nẵng ,16.06207,108.20892
36 Phan Thanh, Thạc Gián, Q. Thanh Khê, Đà Nẵng ,16.06236,108.209018
37 Phan Thanh, Thạc Gián, Q. Thanh Khê, Đà Nẵng ,16.0621693,108.2089403
38 Phan Thanh, Thạc Gián, Thanh Khê, Đà Nẵng ,16.0650547,108.2078965
39 Phan Thanh, Thạc Gián, Thanh Khê, Đà Nẵng ,16.0648599,108.2080498
40 Phan Thanh, Thạc Gián, Thanh Khê, Đà Nẵng ,16.0649792,108.2078772
41 Phan Thanh, Thạc Gián, Q. Thanh Khê, Đà Nẵng ,16.062187,108.20888
42 Phan Thanh, Thạc Gián, Thanh Khê, Đà Nẵng ,16.064697,108.2078234
43 Phan Thanh, Thạc Gián, Q. Thanh Khê, Đà Nẵng ,16.062226,108.208867
44 Phan Thanh, Thạc Gián, Thanh Khê, Đà Nẵng ,16.0626255,108.2089457
